tenure,warehouse_to_home,num_devices_registered,satisfaction_score,num_addresses,days_since_last_order,cashback_amount,preferred_order_category,marital_status,has_complained,days_missing_flag,tenure_missing_flag,lifecycle_stage,is_new_customer,is_established,tenure_segment,recency_risk,is_very_recent,is_dormant,is_active_stable,recency_bin,product_risk_category,is_tech_buyer,is_grocery_buyer,is_fashion_buyer,demographic_stability,is_single,is_married,is_divorced,value_tier,cashback_per_month,is_high_value,is_low_spender,composite_risk_score,churn
1,7.0,4,2,3,1,141.11,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,141.11,0,0,3,0
1,13.0,2,5,3,1,141.01,Mobile Phone,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,141.01,0,0,3,1
1,13.0,2,5,3,1,141.01,Mobile Phone,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,141.01,0,0,3,1
1,10.0,4,1,3,1,140.69,Mobile Phone,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,140.69,0,0,4,1
1,29.0,6,3,3,1,140.55,Mobile Phone,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,140.55,0,0,2,1
1,21.0,4,3,3,1,140.14,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,140.14,0,0,3,0
1,10.0,4,3,3,1,139.2,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,139.2,0,0,3,1
1,17.0,5,5,3,1,139.16,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,139.16,0,0,3,1
1,9.0,4,4,3,1,138.93,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,138.93,0,0,3,1
1,8.0,4,2,2,2,138.67,Mobile Phone,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,138.67,0,0,3,0
1,8.0,4,1,2,2,138.67,Mobile Phone,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,138.67,0,0,3,0
1,7.0,6,3,3,1,138.59,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,138.59,0,0,3,1
1,8.0,6,3,3,1,138.59,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,138.59,0,0,3,1
1,15.0,5,4,3,1,137.61,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,137.61,0,0,3,1
1,22.0,4,1,3,1,137.32,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,137.32,0,0,3,0
1,8.0,4,3,3,2,137.23,Mobile Phone,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,137.23,0,0,2,0
1,17.0,5,3,3,1,137.0,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,137.0,0,0,3,0
1,16.0,3,3,4,7,136.6,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,low_value,136.6,0,0,2,0
1,31.0,6,2,3,1,136.18,Mobile Phone,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,136.18,0,0,4,1
1,31.0,6,1,3,1,136.18,Mobile Phone,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,136.18,0,0,4,1
1,9.0,5,1,3,1,136.02,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,136.02,0,0,3,1
1,9.0,5,2,3,1,136.02,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,136.02,0,0,3,1
1,31.0,2,5,3,1,135.91,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,135.91,0,0,3,1
1,7.0,3,5,2,2,135.91,Mobile Phone,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,135.91,0,0,2,0
1,6.0,3,5,2,2,135.91,Mobile Phone,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,135.91,0,0,2,0
1,16.0,4,1,3,1,135.81,Mobile Phone,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,135.81,0,0,3,1
1,12.0,4,2,3,1,135.51,Mobile,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,135.51,0,0,3,0
1,17.0,4,3,3,2,135.09,Mobile,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,135.09,0,0,4,1
1,14.0,3,2,2,2,133.1,Mobile,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,133.1,0,0,3,0
1,14.0,3,1,2,2,133.1,Mobile,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,133.1,0,0,3,0
1,8.0,4,4,1,4,132.01,Mobile,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,132.01,0,0,2,0
1,25.0,4,5,2,3,131.96,Mobile,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,131.96,0,0,2,0
1,25.0,4,5,2,3,131.96,Mobile,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,131.96,0,0,2,0
1,9.0,3,4,2,0,128.56,Mobile,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,128.56,0,0,2,0
1,27.0,3,2,2,2,127.13,Mobile,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,127.13,0,0,2,0
1,6.0,3,1,2,2,127.06,Mobile,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,127.06,0,0,2,0
1,7.0,3,1,2,2,127.06,Mobile,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,127.06,0,0,2,0
1,16.0,3,4,2,0,110.52,Mobile Phone,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,110.52,0,0,2,0
1,13.0,4,1,3,3,81.0,Mobile Phone,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,81.0,0,1,3,0
1,33.0,5,5,1,0,0.0,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,minimal_value,0.0,0,1,1,0
0,11.0,3,3,7,0,283.03,Others,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_other,0,0,0,stable_low_risk,0,1,0,medium_value,283.03,0,0,1,0
0,16.0,3,5,2,10,270.68,Grocery,Married,1,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,lowest_risk_grocery,0,1,0,stable_low_risk,0,1,0,medium_value,270.68,0,0,2,0
0,21.0,3,3,8,7,236.1,Fashion,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,236.1,0,0,2,1
0,21.0,3,3,8,7,236.1,Fashion,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,236.1,0,0,2,1
0,11.0,4,2,2,47,228.08,Fashion,Married,1,1,0,new_high_risk,1,0,0-3 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,228.08,0,0,3,0
0,11.0,4,1,2,47,228.08,Fashion,Married,1,1,0,new_high_risk,1,0,0-3 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,228.08,0,0,3,0
0,13.0,4,2,10,47,215.57,Fashion,Married,0,1,0,new_high_risk,1,0,0-3 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,215.57,0,0,2,0
0,6.0,4,3,6,46,206.09,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,206.09,0,0,2,1
0,6.0,4,3,6,7,206.09,Fashion,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,206.09,0,0,1,1
0,10.0,5,2,2,8,204.0,Fashion,Divorced,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,204.0,0,0,1,1
0,10.0,5,1,2,8,204.0,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,204.0,0,0,1,1
0,9.0,4,2,2,7,203.25,Fashion,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,203.25,0,0,2,1
0,9.0,4,1,2,7,203.25,Fashion,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,203.25,0,0,2,1
0,16.0,4,5,10,0,203.06,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,203.06,0,0,1,1
0,26.0,3,3,2,7,199.81,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,199.81,0,0,2,0
0,29.0,3,5,10,2,199.5,Fashion,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,199.5,0,0,2,1
0,8.0,4,4,8,2,199.07,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,199.07,0,0,3,1
0,19.0,3,3,4,2,198.54,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,198.54,0,0,3,1
0,26.0,3,3,4,0,198.24,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,198.24,0,0,1,1
0,7.0,4,5,2,7,197.14,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,197.14,0,0,1,1
0,6.0,4,5,2,7,197.14,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,197.14,0,0,1,1
0,10.0,3,5,1,7,195.82,Fashion,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,195.82,0,0,3,1
0,16.0,3,5,2,7,187.93,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,187.93,0,0,1,0
0,14.0,3,3,2,7,187.26,Fashion,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,187.26,0,0,2,0
0,30.0,4,5,2,9,187.22,Fashion,Single,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,187.22,0,0,2,1
0,34.0,4,3,3,2,186.39,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,186.39,0,0,1,0
0,22.0,3,5,3,0,185.64,Fashion,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,185.64,0,0,3,1
0,15.0,3,5,4,3,182.24,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,182.24,0,0,3,1
0,33.0,3,1,2,9,176.39,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,176.39,0,0,1,1
0,33.0,3,2,2,9,176.39,Fashion,Divorced,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,176.39,0,0,1,1
0,20.0,3,1,1,7,175.53,Fashion,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,175.53,0,0,3,1
0,6.0,1,4,2,7,174.46,Fashion,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,174.46,0,0,2,1
0,29.0,4,5,2,10,173.36,Fashion,Married,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,173.36,0,0,1,1
0,29.0,4,5,2,10,173.36,Fashion,Divorced,0,0,0,new_high_risk,1,0,0-3 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,173.36,0,0,1,1
0,13.0,4,5,9,7,168.11,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,168.11,0,0,2,0
0,6.0,5,4,7,0,167.35,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,167.35,0,0,2,1
0,7.0,5,4,7,0,167.35,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,167.35,0,0,2,1
0,32.0,4,5,6,1,166.96,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,166.96,0,0,2,1
0,8.0,1,3,1,7,165.0,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,165.0,0,0,2,0
0,6.0,3,4,2,4,163.97,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,163.97,0,0,1,0
0,6.0,3,4,1,4,163.49,Laptop & Accessory,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,163.49,0,0,2,0
0,6.0,3,4,1,4,163.49,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,163.49,0,0,2,0
0,34.0,3,4,2,4,162.72,Laptop & Accessory,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,162.72,0,0,1,0
0,34.0,3,4,2,4,162.72,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,162.72,0,0,1,0
0,24.0,1,3,3,2,162.32,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,162.32,0,0,1,0
0,24.0,1,3,3,2,162.32,Laptop & Accessory,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,162.32,0,0,1,0
0,14.0,3,4,2,7,162.14,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,162.14,0,0,1,0
0,32.0,3,2,2,4,161.8,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,161.8,0,0,2,0
0,32.0,3,1,2,4,161.8,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,161.8,0,0,2,0
0,28.0,3,3,2,7,161.79,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,161.79,0,0,2,1
0,28.0,3,3,2,7,161.79,Laptop & Accessory,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,161.79,0,0,2,1
0,12.0,5,3,5,7,161.72,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,161.72,0,0,2,1
0,12.0,5,3,5,7,161.72,Laptop & Accessory,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,161.72,0,0,2,1
0,10.0,1,4,2,3,161.42,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,161.42,0,0,2,0
0,19.0,4,5,6,2,161.34,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,161.34,0,0,2,1
0,13.0,5,3,2,6,160.74,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,160.74,0,0,3,1
0,29.0,4,3,4,1,159.16,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,159.16,0,0,2,1
0,29.0,4,3,4,1,159.16,Laptop & Accessory,Divorced,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,159.16,0,0,2,1
0,10.0,4,2,2,4,158.28,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,158.28,0,0,3,1
0,10.0,4,1,2,4,158.28,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,158.28,0,0,3,1
0,33.0,3,1,2,7,158.13,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,158.13,0,0,3,1
0,16.0,4,1,2,4,157.69,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,157.69,0,0,2,0
0,19.0,3,4,6,0,157.65,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,157.65,0,0,2,1
0,11.0,4,3,2,3,157.44,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,157.44,0,0,3,1
0,21.0,5,1,7,2,154.4,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,154.4,0,0,2,1
0,14.0,4,5,7,2,153.26,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,153.26,0,0,2,1
0,22.0,3,5,6,2,153.24,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,153.24,0,0,2,1
0,25.0,1,1,9,4,153.04,Laptop & Accessory,Single,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,153.04,0,0,3,1
0,6.0,3,3,2,7,152.96,Laptop & Accessory,Divorced,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,152.96,0,0,1,0
0,22.0,1,3,4,7,152.94,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,152.94,0,0,1,0
0,8.0,1,3,2,7,152.06,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,152.06,0,0,1,0
0,8.0,5,1,4,0,150.71,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,150.71,0,0,2,0
0,9.0,3,3,1,2,149.99,Laptop & Accessory,Married,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,low_value,149.99,0,0,1,0
0,35.0,5,5,9,2,149.69,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,low_value,149.69,0,0,2,1
0,16.0,3,2,1,1,149.5,Laptop & Accessory,Single,0,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,low_value,149.5,0,0,2,0
0,14.0,3,3,1,4,149.07,Laptop & Accessory,Married,1,0,0,new_high_risk,1,0,0-3 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,low_value,149.07,0,0,2,0
