tenure,warehouse_to_home,num_devices_registered,preferred_order_category,satisfaction_score,marital_status,num_addresses,has_complained,days_since_last_order,cashback_amount,churn,days_missing_flag,tenure_missing_flag,tenure_segment
19,9.0,5,Grocery,2,Divorced,11,0,9,292.92,0,0,0,1-2 years
4,9.0,5,Laptop & Accessory,1,Single,7,1,1,193.77,0,0,0,4-6 months
6,31.0,4,Laptop & Accessory,4,Single,2,0,2,143.2,0,0,0,4-6 months
27,13.0,4,Laptop & Accessory,3,Married,4,1,6,148.06,0,0,0,2+ years
4,13.0,5,Laptop & Accessory,2,Divorced,2,0,8,171.27,0,0,0,4-6 months
12,19.0,5,Laptop & Accessory,5,Married,4,0,3,187.88,0,0,0,7-12 months
20,20.0,3,Laptop & Accessory,5,Single,3,0,7,149.6,0,0,0,1-2 years
13,10.0,4,Fashion,1,Married,8,0,11,208.55,0,0,0,1-2 years
3,9.0,5,Laptop & Accessory,4,Married,4,0,1,191.44,0,0,0,1-3 months
17,11.0,3,Others,4,Divorced,8,0,10,282.13,0,0,0,1-2 years
13,6.0,3,Laptop & Accessory,1,Married,5,0,3,165.13,0,0,0,1-2 years
1,9.0,4,Mobile Phone,5,Divorced,8,1,3,145.42,1,0,0,1-3 months
20,7.0,3,Mobile,1,Married,8,0,2,134.2,0,0,0,1-2 years
4,26.0,3,Laptop & Accessory,3,Married,2,0,0,169.32,0,0,0,4-6 months
13,15.0,3,Laptop & Accessory,5,Married,1,0,1,154.73,0,0,0,1-2 years
14,8.0,4,Laptop & Accessory,1,Married,6,0,4,190.13,0,0,0,1-2 years
11,10.0,4,Fashion,3,Divorced,3,0,47,219.34,0,1,0,7-12 months
18,32.0,4,Laptop & Accessory,5,Married,2,0,5,143.85,0,0,0,1-2 years
24,27.0,3,Laptop & Accessory,1,Single,1,1,0,154.41,0,0,0,1-2 years
1,22.0,2,Laptop & Accessory,5,Single,1,0,7,156.61,0,0,0,1-3 months
29,14.0,3,Mobile Phone,5,Married,5,1,2,142.57,0,0,0,2+ years
0,15.0,3,Mobile,5,Single,4,0,0,120.18,1,0,1,Brand New (0mo)
10,9.0,3,Laptop & Accessory,4,Single,4,0,1,141.07,0,0,0,7-12 months
28,10.0,4,Laptop & Accessory,5,Divorced,4,0,6,184.4,0,0,0,2+ years
12,13.0,5,Laptop & Accessory,3,Married,4,0,8,178.21,0,0,0,7-12 months
1,28.0,5,Mobile Phone,4,Single,3,1,1,146.21,1,0,0,1-3 months
10,14.0,2,Laptop & Accessory,5,Married,4,0,14,171.39,0,0,0,7-12 months
1,20.0,4,Laptop & Accessory,5,Married,4,0,3,167.33,1,0,0,1-3 months
19,14.0,4,Fashion,5,Married,4,0,47,222.24,0,1,0,1-2 years
7,15.0,4,Fashion,4,Single,2,0,7,186.21,0,0,0,7-12 months
4,26.0,3,Laptop & Accessory,3,Divorced,2,0,0,169.32,0,0,0,4-6 months
1,27.0,4,Laptop & Accessory,3,Single,3,0,47,224.81,0,1,0,1-3 months
8,7.0,5,Laptop & Accessory,5,Single,2,0,10,178.43,0,0,0,7-12 months
3,30.0,2,Mobile Phone,3,Divorced,3,0,8,152.0,0,0,0,1-3 months
11,23.0,5,Laptop & Accessory,3,Married,6,0,1,188.34,0,0,0,7-12 months
13,22.0,3,Fashion,1,Single,7,1,3,179.45,0,0,0,1-2 years
3,17.0,4,Mobile Phone,3,Single,3,0,1,151.42,0,0,0,1-3 months
31,16.0,5,Mobile Phone,4,Divorced,6,1,1,158.46,0,0,0,2+ years
10,15.0,3,Fashion,4,Married,2,0,7,188.34,0,0,0,7-12 months
1,30.0,4,Fashion,5,Married,11,1,47,224.5,1,1,0,1-3 months
1,16.0,4,Mobile Phone,5,Single,4,1,1,156.72,1,0,0,1-3 months
9,15.0,4,Laptop & Accessory,4,Married,3,1,2,188.47,0,0,0,7-12 months
11,11.0,4,Mobile Phone,2,Married,6,0,9,25.0,0,0,0,7-12 months
28,10.0,4,Grocery,1,Married,5,0,10,302.79,0,0,0,2+ years
11,6.0,1,Mobile,3,Married,2,0,0,128.44,0,0,0,7-12 months
10,10.0,2,Laptop & Accessory,5,Married,8,0,5,193.42,0,0,0,7-12 months
26,13.0,2,Grocery,3,Divorced,4,0,3,248.14,0,0,0,2+ years
23,6.0,3,Others,4,Married,4,1,7,281.72,0,0,0,1-2 years
22,6.0,4,Grocery,3,Single,8,1,7,239.64,0,0,0,1-2 years
10,11.0,4,Laptop & Accessory,4,Married,9,0,3,176.31,0,0,0,7-12 months
1,21.0,5,Mobile Phone,4,Married,3,1,3,162.43,1,0,0,1-3 months
10,8.0,3,Laptop & Accessory,3,Divorced,5,1,0,196.02,0,0,0,7-12 months
4,13.0,4,Fashion,3,Divorced,2,0,9,189.43,0,0,0,4-6 months
8,6.0,3,Laptop & Accessory,3,Single,2,0,3,148.59,0,0,0,7-12 months
12,8.0,5,Mobile Phone,5,Single,6,0,1,153.58,0,0,0,7-12 months
1,9.0,4,Mobile Phone,5,Married,9,0,8,152.07,1,0,0,1-3 months
7,21.0,4,Mobile Phone,4,Married,3,0,7,152.56,0,0,0,7-12 months
19,36.0,4,Fashion,1,Married,6,1,47,218.8,0,1,0,1-2 years
1,9.0,4,Mobile Phone,1,Married,2,0,2,150.23,0,0,0,1-3 months
10,25.0,4,Laptop & Accessory,2,Single,4,0,10,202.79,0,0,0,7-12 months
12,9.0,2,Laptop & Accessory,4,Divorced,10,0,6,163.89,0,0,0,7-12 months
9,7.0,4,Laptop & Accessory,3,Single,3,0,4,173.59,0,0,0,7-12 months
8,15.0,2,Laptop & Accessory,3,Married,3,0,9,192.99,0,0,0,7-12 months
12,8.0,4,Laptop & Accessory,1,Married,9,0,10,172.35,0,0,0,7-12 months
1,15.0,6,Mobile Phone,3,Divorced,3,0,3,171.21,0,0,0,1-3 months
28,12.0,4,Others,5,Married,6,0,3,319.06,0,0,0,2+ years
2,7.0,6,Laptop & Accessory,2,Divorced,2,0,6,191.74,0,0,0,1-3 months
3,6.0,3,Mobile Phone,4,Married,2,0,7,137.48,0,0,0,1-3 months
4,17.0,5,Laptop & Accessory,3,Divorced,3,0,5,190.78,0,0,0,4-6 months
0,14.0,4,Mobile,1,Single,2,1,1,123.89,1,0,0,Brand New (0mo)
14,17.0,5,Fashion,4,Married,4,0,47,222.05,0,1,0,1-2 years
17,13.0,4,Fashion,1,Married,4,0,17,202.48,0,0,0,1-2 years
7,6.0,4,Fashion,3,Divorced,2,1,6,170.83,0,0,0,7-12 months
8,8.0,3,Laptop & Accessory,4,Single,6,0,2,144.25,0,0,0,7-12 months
16,9.0,4,Grocery,5,Divorced,2,0,8,301.65,0,0,0,1-2 years
20,8.0,2,Grocery,5,Single,3,0,13,300.67,0,0,0,1-2 years
10,14.0,3,Mobile,2,Divorced,2,1,2,123.26,0,0,0,7-12 months
29,33.0,2,Others,4,Married,6,1,5,321.36,0,0,0,2+ years
27,17.0,3,Grocery,1,Married,4,0,12,260.32,0,0,0,2+ years
3,9.0,5,Mobile Phone,5,Single,4,1,1,161.46,1,0,0,1-3 months
0,10.0,1,Laptop & Accessory,4,Married,2,1,3,161.42,0,0,0,Brand New (0mo)
0,14.0,3,Mobile,5,Married,2,0,2,125.0,0,0,0,Brand New (0mo)
10,17.0,3,Fashion,2,Married,2,1,47,221.85,0,1,0,7-12 months
3,14.0,3,Fashion,3,Married,6,0,7,172.64,0,0,0,1-3 months
4,29.0,5,Laptop & Accessory,3,Divorced,4,1,1,188.8,1,0,0,4-6 months
11,8.0,5,Laptop & Accessory,1,Married,3,1,3,154.05,0,0,0,7-12 months
5,33.0,4,Mobile Phone,3,Married,3,0,4,154.11,0,0,0,4-6 months
14,9.0,5,Laptop & Accessory,3,Married,8,0,1,159.48,0,0,0,1-2 years
3,17.0,4,Mobile Phone,4,Married,2,0,2,157.91,0,0,0,1-3 months
0,12.0,3,Mobile,3,Married,9,0,2,122.67,0,0,1,Brand New (0mo)
1,9.0,6,Mobile Phone,1,Married,7,1,3,159.64,1,0,0,1-3 months
31,10.0,5,Laptop & Accessory,2,Single,7,0,6,176.71,0,0,0,2+ years
15,11.0,4,Mobile Phone,3,Divorced,11,1,8,149.61,1,0,0,1-2 years
1,16.0,5,Laptop & Accessory,5,Single,9,0,4,159.07,1,0,0,1-3 months
14,12.0,3,Fashion,3,Single,2,0,7,192.41,0,0,0,1-2 years
10,17.0,4,Fashion,5,Married,9,1,8,208.21,0,0,0,7-12 months
1,22.0,4,Mobile Phone,3,Divorced,3,0,3,151.1,1,0,0,1-3 months
0,11.0,3,Mobile,3,Divorced,5,0,0,120.93,0,0,1,Brand New (0mo)
13,7.0,4,Others,3,Married,3,1,7,316.97,0,0,0,1-2 years
13,8.0,3,Others,3,Married,1,0,9,294.36,0,0,0,1-2 years
23,35.0,4,Grocery,3,Married,1,0,7,270.46,0,0,0,1-2 years
0,9.0,3,Mobile Phone,4,Single,2,0,0,114.83,0,0,1,Brand New (0mo)
21,9.0,4,Mobile Phone,3,Single,6,0,1,149.79,1,0,0,1-2 years
5,8.0,1,Laptop & Accessory,1,Single,8,0,7,150.55,0,0,0,4-6 months
30,35.0,4,Grocery,2,Married,4,0,0,241.18,0,0,0,2+ years
1,10.0,4,Mobile Phone,3,Single,3,0,1,139.2,1,0,0,1-3 months
15,11.0,3,Others,3,Divorced,7,0,0,283.03,0,0,0,1-2 years
20,7.0,4,Fashion,5,Married,9,0,47,218.96,0,1,0,1-2 years
13,9.0,4,Fashion,3,Single,2,0,9,234.38,0,0,0,1-2 years
27,28.0,3,Grocery,3,Married,4,0,7,274.26,0,0,0,2+ years
9,14.0,3,Laptop & Accessory,1,Married,5,0,7,150.79,0,0,0,7-12 months
11,7.0,4,Laptop & Accessory,4,Divorced,8,0,4,189.47,0,0,0,7-12 months
1,14.0,4,Laptop & Accessory,3,Married,3,0,2,173.83,1,0,0,1-3 months
1,32.0,6,Mobile Phone,3,Single,3,0,2,147.93,1,0,0,1-3 months
3,7.0,3,Mobile Phone,4,Married,1,1,7,135.79,0,0,0,1-3 months
26,6.0,4,Grocery,3,Married,5,1,47,229.65,0,1,0,2+ years
0,14.0,3,Mobile Phone,3,Single,2,0,0,119.04,1,0,1,Brand New (0mo)
2,8.0,3,Mobile,4,Married,1,0,2,131.8,0,0,0,1-3 months
6,8.0,3,Laptop & Accessory,4,Single,9,0,7,151.47,0,0,0,4-6 months
22,36.0,4,Fashion,3,Married,5,0,1,250.04,0,0,0,1-2 years
27,7.0,4,Laptop & Accessory,5,Single,9,0,11,208.81,0,0,0,2+ years
23,7.0,5,Grocery,3,Single,9,1,8,264.64,0,0,0,1-2 years
23,14.0,3,Mobile Phone,4,Divorced,8,0,2,138.75,0,0,0,1-2 years
4,11.0,5,Laptop & Accessory,4,Married,3,1,8,177.09,0,0,0,4-6 months
0,14.0,5,Mobile,5,Divorced,2,1,7,121.19,1,0,1,Brand New (0mo)
1,8.0,4,Mobile Phone,3,Single,2,0,3,158.75,0,0,0,1-3 months
1,12.0,5,Fashion,1,Married,3,1,9,253.08,0,0,0,1-3 months
19,9.0,6,Laptop & Accessory,3,Single,2,0,2,191.32,0,0,0,1-2 years
14,16.0,4,Laptop & Accessory,3,Married,5,0,8,164.75,0,0,0,1-2 years
0,16.0,4,Mobile Phone,5,Single,2,0,0,114.16,1,0,1,Brand New (0mo)
3,8.0,4,Mobile Phone,1,Married,3,0,3,162.6,0,0,0,1-3 months
0,16.0,4,Mobile Phone,3,Single,2,0,0,112.0,0,0,1,Brand New (0mo)
28,10.0,3,Laptop & Accessory,3,Divorced,1,1,2,140.35,0,0,0,2+ years
6,9.0,4,Mobile Phone,5,Single,3,0,3,149.39,0,0,0,4-6 months
16,19.0,4,Laptop & Accessory,1,Married,5,1,1,175.87,0,0,0,1-2 years
0,7.0,4,Laptop & Accessory,5,Married,2,0,7,197.14,1,0,0,Brand New (0mo)
5,18.0,3,Grocery,5,Single,1,1,14,237.58,1,0,0,4-6 months
26,30.0,1,Fashion,1,Married,4,0,2,170.05,0,0,0,2+ years
26,13.0,3,Others,3,Married,4,0,7,286.06,0,0,0,2+ years
5,11.0,3,Mobile,4,Single,3,0,7,127.18,0,0,0,4-6 months
0,7.0,3,Mobile,3,Married,1,0,3,120.64,0,0,1,Brand New (0mo)
0,14.0,5,Mobile,5,Single,1,0,0,123.25,1,0,0,Brand New (0mo)
0,11.0,4,Fashion,1,Married,2,1,47,228.08,0,1,0,Brand New (0mo)
13,29.0,4,Fashion,5,Single,3,1,9,233.8,0,0,0,1-2 years
1,12.0,4,Mobile Phone,5,Single,3,1,3,148.8,0,0,0,1-3 months
21,6.0,4,Others,2,Single,7,0,0,282.65,0,0,0,1-2 years
0,6.0,3,Mobile,3,Single,1,1,2,121.54,0,0,1,Brand New (0mo)
1,18.0,4,Mobile Phone,4,Divorced,3,0,3,147.44,0,0,0,1-3 months
22,8.0,5,Others,1,Single,8,0,1,307.65,0,0,0,1-2 years
2,16.0,4,Mobile Phone,2,Divorced,3,0,5,145.7,0,0,0,1-3 months
0,28.0,5,Mobile Phone,3,Married,2,0,0,115.55,1,0,1,Brand New (0mo)
0,19.0,3,Mobile,4,Divorced,2,0,0,120.33,0,0,1,Brand New (0mo)
0,23.0,4,Mobile,4,Divorced,2,0,0,121.27,0,0,1,Brand New (0mo)
1,7.0,4,Laptop & Accessory,3,Divorced,3,0,8,177.96,0,0,0,1-3 months
15,14.0,3,Mobile,5,Married,4,0,2,125.76,0,0,0,1-2 years
12,7.0,5,Fashion,3,Single,11,1,1,178.81,1,0,0,7-12 months
3,35.0,5,Mobile Phone,5,Single,3,0,5,162.85,0,0,0,1-3 months
3,20.0,5,Laptop & Accessory,4,Married,6,1,4,165.25,0,0,0,1-3 months
17,13.0,3,Others,1,Married,1,1,10,290.49,0,0,0,1-2 years
0,14.0,3,Mobile,1,Single,2,0,7,125.7,0,0,0,Brand New (0mo)
24,11.0,4,Others,4,Married,5,0,7,316.44,0,0,0,1-2 years
16,12.0,4,Mobile Phone,3,Divorced,6,0,1,145.93,0,0,0,1-2 years
19,21.0,3,Others,4,Divorced,6,0,3,290.81,0,0,0,1-2 years
11,8.0,3,Fashion,4,Single,8,0,0,173.51,0,0,0,7-12 months
15,8.0,4,Mobile Phone,4,Married,5,0,0,148.41,0,0,0,1-2 years
6,13.0,3,Laptop & Accessory,4,Divorced,1,0,2,143.02,0,0,0,4-6 months
5,14.0,4,Fashion,1,Single,3,1,11,196.43,0,0,0,4-6 months
15,12.0,2,Laptop & Accessory,4,Single,5,0,3,193.7,0,0,0,1-2 years
1,15.0,3,Laptop & Accessory,1,Single,2,0,7,152.53,0,0,0,1-3 months
1,18.0,5,Mobile Phone,5,Single,3,1,1,151.0,1,0,0,1-3 months
4,10.0,1,Mobile Phone,3,Married,9,0,2,139.78,0,0,0,4-6 months
28,14.0,4,Laptop & Accessory,1,Married,6,0,8,193.54,0,0,0,2+ years
1,15.0,4,Fashion,3,Single,3,0,47,212.26,0,1,0,1-3 months
13,31.0,5,Grocery,1,Married,2,0,7,245.31,0,0,0,1-2 years
9,15.0,2,Mobile Phone,1,Married,3,0,2,147.69,0,0,0,7-12 months
14,9.0,4,Mobile Phone,3,Married,4,0,3,148.45,0,0,0,1-2 years
0,14.0,1,Mobile,1,Married,1,0,7,125.44,0,0,0,Brand New (0mo)
1,5.0,5,Mobile Phone,4,Married,3,0,1,150.96,1,0,0,1-3 months
3,30.0,4,Mobile Phone,2,Single,11,0,3,147.01,0,0,0,1-3 months
8,17.0,4,Mobile Phone,3,Married,3,1,1,163.15,0,0,0,7-12 months
11,14.0,4,Laptop & Accessory,5,Married,7,1,5,167.84,0,0,0,7-12 months
17,14.0,1,Mobile,2,Divorced,3,1,2,128.18,0,0,0,1-2 years
17,33.0,4,Grocery,1,Married,3,1,13,294.59,0,0,0,1-2 years
7,14.0,3,Laptop & Accessory,5,Divorced,6,0,2,165.0,0,0,0,7-12 months
0,10.0,3,Mobile,4,Single,2,0,2,132.95,0,0,0,Brand New (0mo)
1,16.0,4,Mobile Phone,5,Single,9,0,5,167.0,1,0,0,1-3 months
19,9.0,3,Grocery,4,Divorced,9,0,1,266.06,0,0,0,1-2 years
3,22.0,3,Laptop & Accessory,3,Divorced,9,0,2,153.01,0,0,0,1-3 months
14,8.0,3,Grocery,5,Divorced,8,0,8,265.95,0,0,0,1-2 years
28,8.0,4,Grocery,1,Single,8,0,8,298.28,0,0,0,2+ years
28,12.0,4,Others,5,Divorced,6,0,3,319.06,0,0,0,2+ years
1,15.0,2,Laptop & Accessory,4,Married,2,0,3,173.51,0,0,0,1-3 months
25,6.0,3,Grocery,2,Divorced,3,0,8,270.99,0,0,0,2+ years
1,8.0,3,Laptop & Accessory,4,Married,5,0,4,148.55,1,0,0,1-3 months
3,16.0,4,Laptop & Accessory,3,Divorced,2,0,4,165.78,0,0,0,1-3 months
15,16.0,3,Mobile,3,Married,4,0,3,129.36,0,0,0,1-2 years
9,32.0,3,Laptop & Accessory,3,Married,7,0,2,153.47,0,0,0,7-12 months
12,17.0,4,Laptop & Accessory,3,Married,5,0,3,185.77,0,0,0,7-12 months
1,10.0,4,Laptop & Accessory,5,Divorced,3,1,4,166.94,0,0,0,1-3 months
5,9.0,4,Mobile Phone,2,Married,2,1,3,151.95,0,0,0,4-6 months
5,35.0,4,Mobile,4,Single,2,0,1,128.37,0,0,0,4-6 months
6,33.0,4,Laptop & Accessory,1,Married,2,0,3,169.65,0,0,0,4-6 months
18,14.0,4,Others,1,Married,2,1,11,315.49,0,0,0,1-2 years
13,15.0,4,Laptop & Accessory,1,Married,10,0,2,148.76,0,0,0,1-2 years
9,7.0,5,Mobile Phone,3,Married,8,0,8,147.58,0,0,0,7-12 months
9,32.0,5,Laptop & Accessory,2,Single,6,0,3,161.81,0,0,0,7-12 months
4,14.0,5,Mobile Phone,4,Married,3,0,2,146.41,0,0,0,4-6 months
8,14.0,3,Laptop & Accessory,3,Married,2,0,9,141.48,0,0,0,7-12 months
1,7.0,4,Mobile Phone,1,Single,3,1,9,151.86,1,0,0,1-3 months
15,20.0,4,Laptop & Accessory,3,Single,8,0,3,162.44,0,0,0,1-2 years
24,13.0,4,Laptop & Accessory,3,Married,3,0,0,161.32,0,0,0,1-2 years
2,6.0,3,Fashion,1,Married,2,0,1,179.18,0,0,0,1-3 months
19,7.0,1,Grocery,5,Single,2,0,12,275.67,0,0,0,1-2 years
16,12.0,4,Laptop & Accessory,3,Single,2,1,8,140.81,0,0,0,1-2 years
21,16.0,4,Others,4,Married,5,0,9,296.65,0,0,0,1-2 years
2,8.0,3,Laptop & Accessory,1,Married,2,0,3,188.53,0,0,0,1-3 months
6,6.0,2,Grocery,3,Married,5,0,5,261.84,0,0,0,4-6 months
12,34.0,4,Laptop & Accessory,5,Single,4,0,3,142.84,1,0,0,7-12 months
30,18.0,5,Laptop & Accessory,5,Married,6,0,1,178.8,0,0,0,2+ years
12,11.0,4,Mobile Phone,3,Married,9,0,1,158.06,0,0,0,7-12 months
8,14.0,4,Mobile,3,Married,1,0,2,124.3,0,0,0,7-12 months
3,28.0,4,Laptop & Accessory,3,Married,3,1,0,163.8,1,0,0,1-3 months
11,32.0,5,Laptop & Accessory,1,Married,9,0,4,182.31,0,0,0,7-12 months
0,7.0,3,Mobile,3,Single,1,0,2,133.75,0,0,0,Brand New (0mo)
3,22.0,6,Mobile Phone,1,Married,2,1,4,146.68,0,0,0,1-3 months
1,16.0,4,Mobile Phone,5,Single,3,0,1,150.52,0,0,0,1-3 months
8,14.0,3,Mobile Phone,3,Single,2,0,4,143.23,0,0,0,7-12 months
4,7.0,5,Fashion,3,Single,3,0,47,209.74,0,1,0,4-6 months
5,16.0,3,Mobile,3,Married,7,0,3,134.33,0,0,0,4-6 months
4,14.0,3,Grocery,4,Single,4,0,0,264.22,0,0,0,4-6 months
12,21.0,3,Grocery,5,Single,1,0,10,233.41,0,0,0,7-12 months
7,6.0,4,Mobile Phone,2,Divorced,2,1,3,136.22,0,0,0,7-12 months
12,30.0,3,Laptop & Accessory,1,Single,8,0,7,141.08,0,0,0,7-12 months
0,8.0,1,Mobile,5,Single,8,0,1,134.24,0,0,0,Brand New (0mo)
14,16.0,4,Laptop & Accessory,5,Married,2,0,2,179.73,0,0,0,1-2 years
18,8.0,4,Grocery,2,Divorced,10,0,8,267.92,0,0,0,1-2 years
0,15.0,3,Mobile Phone,5,Married,2,0,0,117.9,1,0,1,Brand New (0mo)
11,26.0,4,Laptop & Accessory,3,Married,5,0,3,182.68,0,0,0,7-12 months
21,14.0,5,Fashion,5,Married,9,1,47,225.08,1,1,0,1-2 years
9,9.0,4,Laptop & Accessory,4,Single,7,0,3,169.25,0,0,0,7-12 months
10,12.0,3,Laptop & Accessory,1,Married,5,0,1,165.02,0,0,0,7-12 months
8,17.0,4,Mobile Phone,4,Married,3,0,1,145.08,0,0,0,7-12 months
25,6.0,4,Others,3,Married,1,0,9,299.99,0,0,0,2+ years
14,8.0,3,Grocery,4,Single,2,0,4,260.15,0,0,0,1-2 years
0,6.0,4,Laptop & Accessory,5,Married,2,0,7,197.14,1,0,0,Brand New (0mo)
1,16.0,5,Mobile Phone,3,Divorced,2,1,1,158.88,1,0,0,1-3 months
14,16.0,5,Laptop & Accessory,4,Single,2,0,9,161.51,0,0,0,1-2 years
3,9.0,4,Mobile Phone,4,Married,2,0,3,156.8,0,0,0,1-3 months
19,36.0,4,Mobile Phone,1,Single,7,0,4,159.52,0,0,0,1-2 years
20,8.0,4,Mobile,1,Single,2,1,2,132.94,0,0,0,1-2 years
0,7.0,4,Mobile,4,Married,1,0,2,122.69,0,0,1,Brand New (0mo)
28,29.0,4,Grocery,3,Married,5,0,8,299.26,0,0,0,2+ years
0,20.0,3,Mobile,5,Divorced,2,1,8,122.35,0,0,1,Brand New (0mo)
5,31.0,4,Laptop & Accessory,1,Single,4,0,5,177.38,0,0,0,4-6 months
0,6.0,3,Laptop & Accessory,3,Married,1,0,2,148.98,0,0,0,Brand New (0mo)
15,14.0,1,Laptop & Accessory,4,Divorced,7,1,0,123.72,0,0,0,1-2 years
0,30.0,5,Mobile Phone,2,Single,2,1,0,111.18,1,0,0,Brand New (0mo)
5,15.0,2,Mobile Phone,4,Single,11,0,3,146.09,0,0,0,4-6 months
5,10.0,4,Mobile Phone,5,Married,3,1,4,155.65,0,0,0,4-6 months
15,8.0,3,Grocery,5,Divorced,1,0,7,276.65,0,0,0,1-2 years
2,15.0,4,Mobile Phone,1,Single,3,0,3,158.1,0,0,0,1-3 months
1,15.0,3,Laptop & Accessory,4,Divorced,2,0,3,173.51,0,0,0,1-3 months
24,9.0,4,Others,3,Married,4,1,8,317.37,0,0,0,1-2 years
16,31.0,4,Fashion,5,Divorced,3,1,9,199.06,0,0,0,1-2 years
1,14.0,6,Laptop & Accessory,3,Single,3,1,7,185.74,1,0,0,1-3 months
0,11.0,3,Mobile,3,Single,2,1,0,128.51,1,0,0,Brand New (0mo)
29,15.0,3,Grocery,2,Divorced,8,0,47,211.03,0,1,0,2+ years
20,14.0,4,Laptop & Accessory,3,Divorced,4,0,1,177.58,0,0,0,1-2 years
20,11.0,3,Others,3,Divorced,5,0,1,283.0,0,0,0,1-2 years
7,9.0,5,Laptop & Accessory,5,Single,4,0,12,147.59,0,0,0,7-12 months
19,13.0,3,Laptop & Accessory,3,Divorced,3,0,0,152.58,0,0,0,1-2 years
9,10.0,4,Fashion,1,Married,8,0,9,203.23,0,0,0,7-12 months
13,8.0,1,Laptop & Accessory,4,Married,2,0,7,142.44,0,0,0,1-2 years
6,7.0,4,Laptop & Accessory,4,Married,3,0,10,187.2,0,0,0,4-6 months
10,16.0,4,Laptop & Accessory,2,Married,3,1,0,166.94,0,0,0,7-12 months
9,9.0,4,Mobile Phone,1,Married,3,0,3,145.14,0,0,0,7-12 months
1,15.0,6,Mobile Phone,5,Married,3,0,2,149.51,0,0,0,1-3 months
1,8.0,4,Mobile,4,Divorced,1,0,4,132.01,0,0,0,1-3 months
5,7.0,3,Fashion,1,Married,2,0,7,204.22,0,0,0,4-6 months
8,14.0,4,Mobile Phone,3,Married,2,1,8,148.08,0,0,0,7-12 months
1,7.0,4,Laptop & Accessory,4,Married,3,0,5,188.97,0,0,0,1-3 months
0,14.0,1,Mobile,3,Married,8,0,2,135.17,0,0,0,Brand New (0mo)
18,35.0,2,Grocery,2,Divorced,5,1,12,258.2,0,0,0,1-2 years
5,12.0,4,Laptop & Accessory,1,Married,3,0,3,179.76,0,0,0,4-6 months
6,10.0,3,Laptop & Accessory,4,Married,6,0,7,130.55,0,0,0,4-6 months
0,11.0,3,Laptop & Accessory,1,Married,4,0,0,120.86,1,0,1,Brand New (0mo)
9,8.0,4,Fashion,3,Divorced,2,0,0,175.96,0,0,0,7-12 months
24,11.0,3,Grocery,4,Married,2,1,10,240.26,0,0,0,1-2 years
10,7.0,5,Laptop & Accessory,3,Married,2,0,3,168.74,0,0,0,7-12 months
22,9.0,3,Laptop & Accessory,4,Divorced,5,0,3,206.2,0,0,0,1-2 years
6,7.0,4,Mobile Phone,1,Married,2,0,3,148.14,0,0,0,4-6 months
3,9.0,4,Laptop & Accessory,3,Married,3,0,3,171.49,0,0,0,1-3 months
0,14.0,3,Mobile,4,Single,2,1,0,124.72,1,0,0,Brand New (0mo)
0,14.0,3,Mobile,4,Married,3,1,2,123.73,1,0,0,Brand New (0mo)
5,10.0,3,Mobile Phone,4,Married,3,0,2,139.31,0,0,0,4-6 months
10,16.0,3,Laptop & Accessory,4,Single,3,1,1,141.97,0,0,0,7-12 months
27,25.0,3,Fashion,4,Divorced,3,0,1,207.25,0,0,0,2+ years
15,8.0,4,Laptop & Accessory,2,Single,4,0,0,167.81,0,0,0,1-2 years
5,8.0,3,Laptop & Accessory,4,Married,1,1,2,140.78,0,0,0,4-6 months
21,9.0,5,Mobile Phone,1,Married,11,1,1,148.8,1,0,0,1-2 years
14,9.0,4,Mobile Phone,3,Married,4,0,3,145.01,0,0,0,1-2 years
11,6.0,1,Mobile,3,Divorced,2,0,0,128.44,0,0,0,7-12 months
10,8.0,6,Fashion,5,Married,4,1,47,227.52,0,1,0,7-12 months
14,9.0,4,Others,3,Married,2,0,13,305.41,0,0,0,1-2 years
0,10.0,4,Laptop & Accessory,2,Single,2,1,3,144.87,0,0,0,Brand New (0mo)
19,31.0,4,Mobile Phone,4,Single,3,0,5,146.77,0,0,0,1-2 years
3,21.0,4,Fashion,5,Married,3,0,7,171.4,0,0,0,1-3 months
11,6.0,4,Fashion,3,Single,10,1,0,153.81,1,0,0,7-12 months
3,18.0,3,Laptop & Accessory,3,Single,1,0,4,165.77,0,0,0,1-3 months
10,15.0,4,Laptop & Accessory,4,Married,2,0,3,141.89,0,0,0,7-12 months
21,13.0,3,Laptop & Accessory,5,Married,5,0,2,154.86,0,0,0,1-2 years
14,7.0,4,Laptop & Accessory,1,Married,6,0,4,190.13,0,0,0,1-2 years
9,14.0,1,Fashion,5,Married,10,0,47,217.13,0,1,0,7-12 months
11,8.0,6,Laptop & Accessory,1,Married,3,0,47,220.25,0,1,0,7-12 months
5,6.0,3,Mobile,5,Single,2,0,0,129.56,0,0,0,4-6 months
9,15.0,4,Mobile Phone,3,Single,3,0,5,168.23,0,0,0,7-12 months
28,10.0,4,Laptop & Accessory,5,Married,4,0,6,184.4,0,0,0,2+ years
9,28.0,4,Laptop & Accessory,1,Married,3,1,8,165.14,0,0,0,7-12 months
24,6.0,4,Others,3,Married,6,1,1,318.31,0,0,0,1-2 years
0,31.0,4,Mobile,4,Single,5,1,2,123.13,1,0,0,Brand New (0mo)
2,15.0,3,Mobile,3,Married,10,0,2,129.74,0,0,0,1-3 months
8,9.0,5,Mobile Phone,5,Single,3,0,4,168.81,0,0,0,7-12 months
